humanitarianism,kb. (peri)kemanusiaan.
humanity,"kb. (j. -ties) 1 umat manusia, menusia seluruhnya. 2 perikemanusiaan. -the humanities j. ilmu sastera."
humanize,kkt. mempermanusia. memperlakukan sebagai manusia.
humble,"ks. 1 sederhana, rendah (of dwelling, of upbringing). 2 rendah hati. to eat h. pie terpaksa mengaku kesalahannya dan minta maaf. -humbly kk. dengan merendahkan hati."
humbug,"kb. 1 penipu, pengecoh, pembual. 2 cakap-besar, omong kosong, pengoceh."
humdrum,ks. yang membosankan/menjemukan. a h. life kehidupan yang membosankan.
humerus,kb. tulang bagian atas dari lengan atau kaki depan.
humid,"ks. lembah, lengas."
humidifier,kb. alat pelembab udara.
humidify,kkt. (humidified) melembabkan.
humidity,"kb. kelembaban, kelengasan."
humidor,kb. kotak/tempauan/kaleng tembakau.
humiliate,kkt. 1 menghina. 2 memalukan. to h. o's parents memalukan orang tuanya. -humiliating ks. 1 menghinakan. 2 memalukan.
humiliation,kb. penghinaan.
humility,kb. (j. _ties) kerendahan hati.
hummingbird,kb. semacam burung kolibri.
humor,"kb. kejenakaan,kelucuan. in good h. dalam keadaan  menyenangkan. -kkt. menyenangkan hati, menghiburkan."
humorist,"kb. orang pelucu, jenakawan."
humorous,"ks. lucu, penuh kelucuan, yang menggelikan."
hump,kb. 1 onok (of a camel). 2 bongkol. 3 punggung bukit barisan. over the h. melalui saat-saat kritis. -kkt. membungkukkan (the back).
humpback,"kb. 1 punggung bungkuk. 2 orang yang berpunggung bungkuk, sibongkok."
humpbacked,ks. berpunggung bungkuk.
humus,"kb. humus, bunga tanah, tanah (gemuk)."
hunch,"kb. Inf.: firasat, prasangka, dugaan. to sit hunched up duduk membungkuk."
hunchback,kb. orang bungkuk.
hunchbacked,"ks. bungkuk, berpunggung bungkuk."
hundred,"kb., j. (se)ratus. a. h. and two seratus dua."
hundredfold,"kb., ks. seratus kali. He repaid me a h. Ia membalas kebaikan saya seratus kali lipat."
hundredth,ks. keseratus.
hundredweight,"kb., j. ukuran berat 50 pon Inggris atau 100 pon Amerika Serikat."
hung,lih  HANG.
hungarian,kb. 1 orang Hongaria. 2 bahasa Hongaria. -ks. yang berhubungan dengan Hongaria.
hungary,kb. Hongaria.
hunger,"kb. kelaparan, rasa lapar. h. pains perut kosong. -kkt. sangat menginginkan/mengharapkan/ merindukan/mendambakan. to h. after ice cream ingin sekali minum eskrim. h. strike mogok makan."
hungry,ks. lapar. to be h. lapar. to get h. menjadi lapar.
hunk,"kb. bingkah, bongkah, bungkal. a h. of bread sebingkah roti."
hunker,"kki. bercangkung, mencangkung."
hunky-dory,ks. Sl.: baik sekali.
hunt,"kb. 1 pemburuan, perburuan. 2 pencarian. -kkt. memburu, berburu. -hunting kb. pemburuan. to go h. pergi berburu."
hunter,kb. 1 pemburu. souvenir h. pemburu tandamata. 2 penggemar.
hurdle,"kb. Sport : gawang. high/low hurdles lari gawang tinggi/rendah. 2 rintangan, halangan. -kkt. 1 melompati (a fence). 2 melintasi, mengatasi (an abstacle)."
hurdler,kb. pelari gawang.
hurdy-gurdy,"kb. (j. -dies) Lir, orgel jalanan (yang dimainkan dengan alat putaran)."
hurl,"kkt. melemparkan (a stone, javelin). to h. defiance at the crowd menantang orang banyak itu."
hurly-burly,"kb. (j. -lies) huru hara, hiruk-pikuk."
hurrah,"kb. sorakan,  teriakan karena kegembiraan. to give a h. bersorak. -kseru. hure."
hurricane,kb. angin ribut/topan.
hurried,lih  HURRY.
hurries,lih  HURRY.
hurry,"kb. (j. -ries) 1 kegopohan. 2 buru-buru, tergesa-gesa. -kkt. (hurried) 1 menyegerakan. 2 mempercepat. 3 melakukan dengan terburu. 4 menyuruh melakukan dengan cepat. -kki. bergegas (-gegas).  hurried ks. sekilap, sekejap mata, cepat-cepat."
hurt,"kb. luka. -kkt. 1 menyakiti (feeling, body). 2 melukai. 3 merugikan. -kki. 1 sakit. 2 melukai hati."
hurtle,kki. 1 meluncur dengan cepat. 2 menderu dengan cepat (of a train).
husband,"kb. suami. h. and wife suami istri. -kkt. menghematkan, berhemat dengan (resources, strength)."
husbandry,kb. pertanian. animal h. peternakan hewan.
hush,"kb. diam, hening. -kkt. mendiamkan. -kki. diam. h. money uang sogok/suap/hangus."
husk,"kb. kulit ari, sekam. -kkt. mengupas (corn)."
huskiness,kb. keparauan (of voice).
husky,"kb. (j. -skies) anjing Eskimo. -ks. 1 parau, serak(of voice). 2 besar dan kuat. He's a h. boy Dia adalah anak yang berbadan  tegap lagi kuat."
hussy,"kb. (j. -sies) gadis tak sopan, perempuan yang nakal sekali."
hustle,"kb. Inf.: kegiatan, semangat bertanding/bekerja yang meluap. -kkt. memaksa dengan cepat.-kki. buru-buru."
hustler,kb. orang yang giat dan mempunyai banyak tenaga.
hut,"kb. pondok, gubuk."
hyacinth,kb. sejenis bunga bakung.
hybrid,"kb. 1 bastar, cangkokan. 2 peranakan. h. plant tanaman cangkokan, tanaman yang dikawinkan."
hydrangen,kb. sebangsa semak.
hydrant,kb. 1 sambungan pipa air di tepi jalan untuk keperluan kebakaran. 2 pipa air.
hydraulic,"ks. hidrolis, hidrolik. h. brakes rem hidrolik. -hydraulics j. hidrolika."
hydrocephalus,kb. kepala busung.
hydrochloric,ks. zat asam garam. h. acid air keras.
hydrodynamics,kb. hidrodinamika.
hydroelectric,ks. hidrolisterik. h. power tenaga hidrolisterik.
hydrogen,"kb. zat air, hidrgen. h. bomb bom hidrogen. h. peroxide peroksida zat air."
hydrographic,ks. mengenai pengetahuan tentang perairan. The H. Service Jawatan Hidrografi.
hydrography,kb. (ilmu) hidrografi.
hydrology,"kb. (ilmu)tata air, hidrologi."
hydrophobia,kb. penyakit anjing gila.
hydroxide,kb. hidroxid(a).
hyena,kb. dubuk.
hygiene,kb. ilmu kesehatan. h. kesehatan pribadi/perseorangan
hygienics,ks. menurut ilmu kesehatan. under h. condition dengan syarat-syarat yang menjamin kesehatan badan.
hygienist,kb. ahli kesehatan. dental h. perawat gigi.
hymen,"kb. selaput dara, jangat keperawanan."
hymn,"kb. nyanyian pujian, hymne."
hymnal,kb. buku nyanyian pujian.
hymnbook,kb. buku nyanyian pujian.
hyperactive,ks. sangat giat/aktip.
hyperbola,kb. hiperbola.
hyperbole,"kb. penghebat, ucapan yang bersifat berlebih-lebihan."
hypercritical,ks. sangat suka mengeritik.
hypersensitive,"ks. terlalu halus perasaan, sangat perasa."
hypertension,kb. hipertensi.
hyphen,kb. tanda sengkang/penghubung.
hyphenate,kkt. menghubungkan dengan garis penghubung. hyphenated word kata yang diuraikan/dituliskan dengan memakai garis penghubung.
hypnosis,kb. hipnose.
hypnotic,"ks. hipnotis, hipnotik."
hypnotism,"kb. hipnotisme, ilmu sihir."
hypnotist,kb. ahli hipnotisme
hypnotize,"kkt. menghipnotisir, menghipnotis."
hypo,"kb. 1 Inf : suntikan, injeksi. 2 Sl.: penyedih, seorang yang menderita penyakit cemas."
hypochondria,"kb. penyakit bersedih hati, kesedihan tanpa alasan."
hypochondriac,kb. seorang yang terlalu cemas terhadap kesehatannya.
hypocrisy,"kb. (j. -sies) kemunafikan, muka dua, pura-pura."
hypocrite,"kb. orang munafik, lidah biawak."
hypocritical,"bersifat munafik, bermuka dua."
hypodermic,kb. injeksi. -ks. h. needle jarum suntik.
hypotenuse,kb. hipotenuse.
hypothesis,kb. hipotesa
hypothesize,kki. mengadakan hipotesa tentang.
hypothetical,ks. hipotetis.
hysteria,"kb. penyakit histeria, gangguan syaraf."
hysterical,ks. histeris. -hysterically kk. secara histeris. to cry h. menangis secara histeris.
hysterics,"kb., j. naik pitam, kemasukan setan. to go into h. tertawa terbahak-bahak."
i,"kg. saya, aku, gua. I am sick Saya sakit. It's I Saya."
i'd,1 [ I had] saya telah. 2 [ I would] saya akan.
i'll,[1 I shall 2 I will]  saya akan.
i'm,[I am] saya adalah.
i've,[I have] lih  HAVE.
"i,i",kb. huruf yang kesembilan dari abjad Inggris.
i.,"[Island(s) ] pulau, kepulauan."
i.d.,"1[Intelligence  Division] Bagian Intelijen. 2 [identity] identitas. I.D. cord surat keterangan diri, kartu pengenal."
i.e.,"[id est] yaitu, yakni."
"i.o.u., iou",[I Owe You] kb. tanda terima hutang/pinjaman.
i.r.,[Internal Revenue] Kantor Pajak.
i.r.s.,[Internal Revenue Service] Dinas Perpajakan.
ia,[iowa] sebuah negarabagian di A.S.
iambic,ks. (beriramakan) yambe atau deretan pertentangan bunyi lemah dan keras.
ibid.,"[ibidem] dalam buku itu juga, dalam bab, bagian dll, yang tersebut."
ibidem,"kk. lihat dalam buku, tempat, bab, fasal itu juga."
ibm,[Intercontinental Ballistic Missile] peluru kendali antar benua.
icbm,[Intercontinental Ballistic Misile] peluru kendali antara benua.
"icc, i.c.c.",[Interstate Commerce Commossion] Panitia Perdagangan Antar Negara.
ice,ice
iceberg,kb. gunung atau gumpalan es yang terapung.
icebound,"ks. terkepung oleh es, terdampar ditengah-tengah es."
icebox,kb. peti/lemari es.
icebreaker,kb. kapal pemecah es.
icecap,kb. 1 es. 2 kantong es.
icelandic,ks. yang bertautan dengan Islandia. I. language bahasa Islandia.
iceman,kb. (j. -men) tukang es.
ichthyology,kb. ilmu pengetahuan tentang ikan.
icicle,kb. untaian tetesan air yang membeku.
iciness,kb. hal seperti es.
icky,"ks. Sl.: sentimentil, menjijikkan."
icon,kb. patung/gambar orang suci.
iconoclast,kb. 1 orang yang menentang. pemujaan patung berhala. 2 orang yang menentang pemujaan lembaga-lembaga yang telah ada.
iconography,"kb. ikonografi, ilmu arca."
icy,"ks. 1 licin karena es. The streets are i. today Jalan-jalan licin karena es hari ini. 2 dingin, tidak ramah (look)."
id(a).,[Idaho] negarabagian A.S.
idea,"kb. 1 gagasan, idea, pikiran. 2 rencana, idea. 3 cita-cita. 4 maksud. 6 pemikiran.7 gambaran. 8 angan-angan."
ideal,"kb. idaman, teladan, cita-cita, ideal. -ks. 1 baik, bagus sekali. 2 ideal. -ideally kk. menurut yang dicita-citakan, dalam teori."
idealism,kb. idealisme.
idealist,kb. seorang idealis.
idealize,kkt. mengidealkan.
identical,"ks. sama, serupa. i. dresses pakaian yang sama. i. twins anak kembar satu telur."
identification,"kb. pengenalan. i. card tanda-sah-diri, kartu pengenal. i. tag 1 kartu pengenal. 2 pening anjing."
identified,lih  IDENTIFY.
identifies,lih  IDENTIFY.
identify,kkt. (identified) mengenal(i) memperkenalkan. -kki. to i. with a party memihak kepada suatu partai.
identity,"kb. (j. -ties) identitas, ciri-ciri, tanda-tanda (khas). i. card kartu pengenal, surat keterangan diri."
ideogram,=  IDEOGRAPH.
ideograph,kb. tulisan/huruf gambar.
ideological,ks. ideologis. i. struggle perjuangan ideologi.
ideology,"kb. (j. -gies) ideologi, adicita."
idiocy,idiocy
idiolect,kb. gaya bahasa seseorang
idiom,kb. 1Ling.: langgam suara. 2 corak khas.
idiomatic,ks. yang berhubungan dengan ungkapan. i. usage penggunaan ungkapan.
idiosyncrasy,"kb. (j. -sies) keistimewaan,keanehan"
idiot,"kb. orang bodoh/tolol/dungu. He would be i. to go there Dia bodoh benar, kalau pergi kesana."
idiotic,"ks. dungu,bodoh, tolol. He does such i. things Dia berbuat hal-hal yang gila."
idle,"ks. bermalas-malas. 2 tidak jalan.3 (me)nganggur. to stand i. 1 berpangku-tangan, bertopang dagu (of a person). 2 menganggur. -kki. hidup, jalan."
idleness,kb. 1 kemalasan. 2 hal tak berbuat apa-apa.
idler,"kb. pemalas, orang yang suka  luntang-lantung."
idol,kb. berhala. matinee i. bintang pilem pujaan.
idolatrous,ks. musyrik.
idolatry,"kb. (j. -ries) pemujaan terhadap  berhala, kemusyrikan, pemberhalaan."
idolize,"kkt. memberhalakan, memuja. She idolizes her husband Ia memuja suaminya."
idyl(l),kb. syair/prosa yang menggambarkan keindahan alam.
idyllic,ks. idilis.
"ie, i.e.",[Indo-European] Indo-Eropah.
if,"kb. LET'S have no ""ifs"" Jangan selalu mengatakan kalau-kalau. -ksam. 1 jika, kalau, jikalau.  2 apakah, kalau. if only kalau, sekiranya, semoga. as if seolah-olah, seakan-akan."
igloo,kb. rumah salju bangsa Eskimo.
igneous,igneous
ignite,"kkt. 1 menyalakan (s fire). 2 membakar (zeal, spirit). -kki. terbakar, kena api, menjadi panas dan menyala. The paper ignited Kertas itu menjadi panas dan menyala."
ignition,"kb. 1 pengapian, penyalaan, pembakaran. 2 kontak, starter. Turn on the i. Putarlah kunci kontak. Hidupkan mesin."
ignoble,"ks. hina, dina, tercela, rendah."
ignominious,"ks. tercela, jahat, memalukan."
ignoramus,kb. orang bodoh/bebal/tolol.
ignorance,"kb. 1 ketidaktahuan. to plead i. of the law memberi alasan karena tidak tahu akan undang-undang. 2 kebodohan, kedunguan."
ignorant,"ks. bodoh, dungu, bebal. to be i. of the possibilities tidak mengetahui kemungkinan-kemungkinan."
ignore,"kkt. 1 mengabaikan, tak mengindahkan, tidak mengambil perduli. to i. an order mengabaikan perindah. 2 menganggap (seseorang) tidak ada, mengesampingkan, menganggap sepi. She ignoresme Ia mengganggap saya tak ada."
iguana,kb. sejenis biawak.
ikon,=  icon.
ileum,kb. bagian usus yang paling bawah.
iliac,kb. lih  SACROILIAC.
ilium,kb. tulang pangkal paha.
ilk,"kb. jenis, macam. I don't like people of his i. Saya tidak menyukai orang semacam dia."
ill,"kb. penyakit. -ks. 1 sakit, tidak enak badan, kurang sehat. 2 buruk. -kk. to speak i. of s.o. menjelekkan seseorang. ill-advised ks, keliru.  ill-(as) sorted ks. tidak sebanding, tidak cocok."
ill.,"[illustration(s) ] gambar, ilustrasi."
illegal,"ks. yang merupakan pelanggaran. 2 gelap, tak sah. i entry masuk secara illegal (trade, arms). 3 liar (occupation)."
illegality,kb. (j. -ties) ketidaksahan.
illegible,ks. tidak terbaca.
illegitimacy,"kb. (j. -cies) sifat melanggar hukum / undang-undang, sifat tidak sah / sejati, kepalsuan, kelancungan."
illegitimate,ks. haram. i child anak haram/zina.
illicit,"ks. gelap, haram. i. trade in narcotics perdagangan gelap dalam narkotika."
illiteracy,kb. (j. -cies) kebutahurufan.
illiterate,illiterate
illness,"kb. sakitnya, keadaan sakit."
illogical,"ks. tidak logis, tidak masuk akal."
illuminate,"kkt. 1 menerangi, menyinari (a building). 2 menjelaskan (a subject). -illuminated ks.1 yang dihiasi. i. manuscript naskah bergambar. 2 diterangi, dihiasi dengan lampu-lampu. -illuminating ks. yang memperjelas, yang memberi."
illumination,kb. 1 penerangan. 2 (hiasan) cahaya.
illumine,kkt. menerangi. Electric lights i. homes Lampu-lampu listrik menerangi rumah -rumah.
illus.,"[illustration(s) ] ilustrasi, gambar."
illusion,"kb. khayal(an), maya, optical i. pandangan/penglihatan yang menyesatkan, pandangan khayalan."
illusive,"ks. pura-pura, dibuat-buat, yang menyesatkan."
illusory,ks. =  ILLUSIVE.
illustrate,"kkt. 1 menghiasi ( a book). 2 menjelaskan, memberikan penjelasan. -illustrated ks. yang disertai gambar-gambar, bergambar."
illustration,"kb. 1 ilustrasi, gambar. 2 penjelasan, uraian."
illustrative,ks. yang membantu menjelaskan.
illustrator,"kb,. juru gambar, pelukis."
illustrious,"ks. termasyhur, amat terkenal."
ilo,[International Labor Organization] Organisasi Buruh International.
image,"kb. gambar. 2 patung. 3 kesan, bayang-bayang. to project a favorable i. abroad menimbulkan kesan yang baik diluar negri. 4 tamsilan, pelukisan (in poetry)"
imagery,"kb. (j. -ries) tamsil, perumpamaan, perbandingan."
imaginable,ks. 1 yang dapat dipikirkan. to try every i. way mencoba dengan segala jalan yang dapat dipikirkan.  2 yang ada. to collect every stamp i. mengumpulkan setiap perangko yang ada.
imaginary,ks. khayal. 2 imajiner. i. number bilangan imajiner.
imagination,"kb. daya khayal, imajinasi. His i. gets the best of him Khayalannya menguasai dirinya."
imaginative,"ks. imaginatif, penuh daya khayal. i. literature bacaan khayalan."
imagine,"kkt. membayangkan, menghayalkan. to i. life without a car membayangkan cara hidup tanpa mobil. 2 kira. I i. he will come Kukira dia akan datang."
imbalance,kb. ketidakseimbangan.
imbecile,kb. orang pandir/sinting.
imbecilic,ks. dungu.
imbecility,"kb. (j. -ties) kb. kedunguan, kesintingan (otak)."
imbibe,kkt. meminum.
imbroglio,"kb. keruwetan, keadaan yang ruwet, huru-hara."
imbue,"kkt. mengilhami, mengaruniai. May he be imbued with special qualities ! Semoga dia dikaruniai sifat-sifat yang istimewa. !"
imf,[International Monetary Found] Dana Keuangan Internasional.
imitate,"kkt. meniru, menyama-nyama, mencontoh, menuruti."
imitation,"kb. 1 peniruan. I. is important in language learning Peniruan penting dalam mempelajari bahasa.  2 tiruan, imitasi. a good i. tiruan yang baik."
imitative,"ks. suka meniru, merupakan tiruan."
imitator,kb. peniru.
immaculate,"ks. amat bersih, tidak bernoda, rapi sekali. immaculately kk. rapi/apik sekali. i. dressed berpakaian rapi sekali."
immanent,ks. tetap ada.
immaterial,ks. tidak penting/peduli. It's i. to me whether you go or stay Saya tidak perduli apakah kau pergi atau tinggal.
immature,"ks.belum matang/dewasa, masih hijau. He's still i. Dia masih hijau. That project is i. Proyek itu belum lengkap."
immaturity,"kb. ketidakmatangan, ketidak dewasaan."
immeasurable,ks. yang  tak terbatas/terkira-kira /terhingga. -immeasurably  kk. yang tak terkira-kira.
immediacy,"kb. (j. -cies) kesiapan, kesegaraan."
immediate,"ks. 1 dengan segera. 2 dekat. -immediately kk. dengan segera, sekarang juga, dengan tidak melewatkan waktu, dengan serta merta. i. ofter segera sesudah."
immemorial,ks. sudah lama sekali. from time i. dari zaman dahulu.
immense,"ks. 1 besar sekali. This city has on i. population Bukan main banyaknya penduduk kota ini. 2 luas sekali. The problems here are i. Persoalan - persoalan disini luas sekali. -immensely kk. sangat, amat. to enjoy o.s. i. merasa bukan main senangnya."
immensity,"kb. (j. -ties) luasnya, keluasan"
immerse,"kkt. membenamkan, mencelupkan. He's immersed in his work Dia terbenam dalam pekerjaannya."
immersion,kb. pencelupan.
immigrant,"kb. imigran, pendatang."
immigrate,"kkt. datang, pindah dari. He immigrated from..... Dia pendatang dari...."
immigration,kb. imigrasi.
imminence,"kb. yang akan terjadi segera, kesegeraan"
imminent,"ks. dekat, sebentar lagi. i. deporture keberangkatan yang sudah dekat."
immobile,ks. tak bergerak/berobah-obah.
immobility,kb. keadaan/sifat tak bergerak.
immobilize,"kkt. melumpuhkan, menghentikan. Bad weather immobilized air traffic Keadaan udara yuang buruk melumpuhkan lalu lintas udara."
immoderate,"ks. 1 luar biasa, tidak wajar. i. eater tukang makan yang luar biasa. 2 melewati batas. i. speed kecepatan yang melampaui batas."
immodest,"ks. tidak sopan, tak tahu adat."
immodesty,kb. ketidaksopanan.
immolate,"kkt. mengorbankan, mengadakan upacara pengorbanan."
immolation,"kb. pengorbanan, persembahan korban."
immoral,"ks. tidak sopan, tunasusila, jahat, asusila. i. conduct tingkah laku (yang) asusila, tindakan/perlakuan tak bermoral."
immorality,"kb. (j. -ties) tunasusila. ketidaksopanan, pelanggaran susila."
immortal,ks. abadi. No man is i. Tak ada manusia yang akan hidup selama-lamanya.
immortality,"kb. keabadian, kehidupan yang kekal, kekekalan"
immortalize,kkt. mengabadikan.
immovable,"ks. yang tak dapat digerakkan, tak bergerak."
immune,"ks. kebal, imun i. to smallpox kebal terhadap cacar. 2 bebas. i. to criticsm bebas dari kecaman-kecaman."
immunity,"kb. (j. -ties) kekebalan, kebebasan. diplomatic i. kekebalan diplomatik. i. to a disease kekebalan terhadap suatu penyakit."
immunization,kb. pengebalan.
immunize,kkt. mengebalkan.
immutable,"ks. tetap, yang kekal/abadi."
imp,kb. 1 setan. 2 anak nakal.
imp.,1 [imperative] bentuk-perintah. 2 [imperfect] imperfek. 3 [import(er) ] importir.
impact,kb. 1 tubrukan. 2 pengaruh yang kuat.
impacted,ks. yang terjepit. i. wisdom tooth geraham bungsu yang terjepit.
impair,"kkt. 1 merusak (o's health). 2 menghalangi, mengganggu, mengurangi (o's vision)."
impairment,"kb. perusakan, pemburukan, pelemahan."
impale,"kkt. 1 menyulakan (on a spit, stake). 2 menembak (with spear). 3 memandang dengan tajam."
impalpable,ks. 1 tak terasa. 2 tak mudah dipahamkan.
impart,"kkt. memberi, menanamkan (knowledge, a certain air)."
impartiality,"kb. sifat tidak memihak, sikap/sifat jujur, sifat/sikap adil, kejujuran, keadilan, sifat/sikap netral."
impassable,ks. tidak dapat dilalui.
impasse,"kb. jalan buntu, kebuntuan."
impassioned,ks. yang bersemangat/ berapi-api. i. speech pidato yang bersemangat.
impassive,"ks. tenang, tanpa perasaan. his i. face mukanya yg tenang itu."
impatience,kb. ketidaksabaran.
impatient,ks. tdk sabar.
impeach,"kkt. menuduh, mendakwa.2 mencurigai.3 memanggil utk memberi pertanggungjawaban."
impeachment,"kb. pendakwaan, tuduhan.2 panggilan utk pertanggungjawaban."
impeccable,"ks. tdk tercela, tertib, tanpa cela.-impeccable kk. tanpa cela (dressed)."
impecunious,"ks. miskin, melarat."
impede,"kkt. menghalangi, merintangi, mengganggu (negotiation, travel)."
impediment,"kb. kesukaran, rintangan, halangan. He has a speech i. Dia sukar berbicara."
impel,"kkt. (impelled) 1 memaksa.2 mendorong.3 mendorong, mendesak."
impending,"ks. yg akan datang, yg mendatang."
impenetrable,ks. yg tidak dpt dimasuki/dilalui.
imperative,"kb. Gram. : bentuk perintah. ks. penting sekali, tdk boleh tdk."
imperceptible,ks. tdk kelihatan/ terasa.
imperfect,ks. tdk sempurna.2 Gram. : imperfek
imperfection,"kb. ketidaksempurnaan, cacat."
imperial,ks. dari atau berh. dgn kekaisaran atau kerajaan.
imperialism,kb. imperialisme.
imperialist,kb. imperialis.
imperialistic,ks. imperialistis.
imperil,kkt. membahayakan.
imperious,"ks sombong, angkuh, bersifat mutlak."
imperishable,"ks. kekal, abadi, tak terhancurkan."
impermanent,"ks. sementara, tidak tetap/permanen."
impermeable,"ks. tidak dapat ditembus, kedap, tertutup rapat-rapat."
impersonal,ks. tidak mengenai orang tertentu.
impersonate,"kkt. menirukan, berkedok sebagai. to i. a police officer berkedok sebagai seorang perwira polisi."
impersonation,"kb. peniruan, perbuatan meniru."
impersonator,kb. peniru.
impertinence,"kb. kekurangajaran, ketidaksopanan."
impertinent,"ks. 1 kurang ajar/sopan, tidak  sopan. 2 tak ada hubungannya, tidak mengenai pokok persoalannya, diluar pokok persoalan/ pembicaraan, menyimpang (dari pokok pembicaraan)."
imperturbable,"ks. tenang sekali, tidak dapat diganggau."
impervious,"ks. 1 tahan/kedap air, tidak dapat ditembus air. 2 tidak mempan, tahan. i. to critism tidak mempan kecaman."
impetigo,kb. penyakit kulit yang (gatal) menimbulkan bintul-bintul berisi nanah.
impetuous,"ks. tidak sabar, bergerak dengan kekuatan dan kecepatan yang besar."
impetus,"kb. daya pendorong, dorongan, keuletan."
impinge,"kki. 1 mengenai, bergeseran dengan. This impinge on his field Ini agak mengenai lapangannya. 2 menimpa, mengenai. The sun's rays impinged on our eyes Sinar matahari itu menimpa mata kami."
impious,ks. tidak beriman/bertuhan.
impish,"ks. nakal, tidak baik."
implacable,"ks. bersikap kepala batu, gurat batu."
implant,kb. penanaman. -kkt. menanamkan.
implement,"kb. alat, peralatan. -kkt. melaksanakan. to i. the new regulation melaksanakan peraturan baru itu."
implementation,"kb. pelaksanaan, implementasi."
implicate,"kkt. melibatkan, menyangkutkan. He was implicated in the crime Dia terlibat dalam (perkara) kejahatan itu."
implication,"kb. 1 maksud, pengertian. by i. sudah tersimpul didalamnya secara tersimpul. 2 implikasi, terlibatnya (in a plat)."
implicit,"ks. selengkapnya, yang harus dipatuhi. i. instructions intruksi- intruksi selengkapnya. -implicitly kk. secara mutlak."
implies,lih. IMPLY.
implore,kkt. 1 memohon dgn sangat kpd.2 memohonkan dgn sangat.-imploring ks. yg bersifat memohon.
imply,"kkt. (implied) menyatakan secara tdk langsung.-implied ks. termasuk, penuh.i. trust kepercayaan penuh."
impolite,"ks. tdk sopan, kasar."
impoliteness,kb. ketidaksopanan.
imponderable,kb. the imponderables j. faktor-faktor yg tdk dpt diperhitungkan.-ks.yg tak dpt diperhitungkan.
import,"kb.; im'powrt kkt./ kb. 1 impor. i. trade perdagangan impor.2 maksud, makna, arti.3 kepentingan.-imports j. barang-barang impor.-kkt. mengimpor, mendatangkan barang-barang dari luar negeri. imported goods barang-barang impor/ yg diimpor."
importance,"kb. pentingnya, kepentingan."
important,ks. penting. i. reason alasan penting. He looks i. Lagaknya/Tingkah lakunya spt orang yg berkuasa/ berkedudukan penting.
importation,kb. 1 pemasukan.2 barang impor.
importer,"kb. pengimpor, importir."
importune,kkt.1 meminta dgn sangat.2 mendesak.
impose,kkt.1 menjatuhkan.2 mengadakan (sanction).3 menentukan (condition).4 membebankan.5 memaksakan.-kki. mengganggu.-imposing ks. yg mengesankan/mengagumkan.
imposition,"kb.1 pembebanan 2 kerugian, pengenaan, gangguan."
impossibility,"kb. (j.-ties) ketidakmungkinan, kemustahilan."
impossible,"kb. the i. hal yg mustahil.-ks. tdk mungkin, mustahil"
impostor,"kb. penyemu, penipu yg lihay."
impotence,kb.1 ketidakmampuan.2 kelemahan syahwat. sifat impoten.
impotent,"ks.1 tdk bertenaga, tunadaya.2 (sexually) lemah syahwat, impoten."
impound,"kkt.1 mengurung, mengandangkan. (dogs, cars). 2 menyita."
impoverish,"kkt. memiskinkan, memelaratkan.impoverished miner pekerja tambang yg jatuh miskin."
impoverishment,kb. pemiskinan.
impracticability,"kb. ketidakpraktisan, ketidakmungkinan pelaksanaan."
impracticable,ks. tak dpt dilaksanakan.
impractical,"ks. tdk praktis/berguna, tdk dpt dijalankan"
imprecation,kb. kutuk.(an).
imprecise,ks. tdk tepat/teliti.
imprecision,"kb. ketidaksaksamaan, ketidaktepatan."
impregnable,"ks. dpt menahan serangan-serangan, tdk terkalahkan, tak dpt direbutkan."
impregnate,"kkt. mengisi, meresapi, menyuburkan to i. the mind with ideas memenuhi pikiran dgn gagasan-gagasan."
impresario,kb. impresario
impress,kb. kesan.-kkt.1 mengesankan bagi.2 mempengaruhi.3 mencamkan.4 menanamkan kesan pd.-kki. to i. (upon) mengingatkan.
impression,kb.1 kesan2 pengaruh.3 (oplah) cetakan (of a book)4 jejak (of a foot).
impressionable,"ks. mudah dipengaruhi, mudah menerima pengaruh."
impressionism,kb. impresionisme.
impressive,"ks. yg mengesankan, keren."
imprint,"kb.1 terbitan.2 kesan.3 jejak (kaki).-kki. menyetempel, mencap, menanamkan."
imprison,"kkt. memenjarakan, meringkukkan, menjebloskan kedlm penjara."
imprisonment,kb. hukuman penjara. life i. hukuman penjara seumur hidup.
improbability,"kb. (j.-ties) hal tdk masuk (di) akal, ketidakmungkinan."
improbable,"ks. tdk mungkin, mustahil, lengkara."
improdence,"kb. kurang hati-hati, kelalaian, kekurangakalan."
impromtu,"kk. mendadak, tanpa persiapan. i. speech pidato yg mendadak."
improper,"ks.1 tdk patut.2 tdk benar, salah.-improperly kk. tak layak/pantas,tak tepat."
impropriety,"kb. (j. -ties) ketidakpantasan, ketidaklayakan."
improve,"kkt. memperbaiki.-kki. bertambah baik,mulai sembuh. improved ks.meningkat hasilnya, dimanfaatkan."
improvement,"kb. perbaikan, kemajuan."
improvident,"ks1. boros, membuang-buang.2 tdk berhati-hati dgn hari depan."
improvisation,kb. improvisasi.
improvise,kkt.1 membuat dgn seada-adanya.2 mengarang lagu menurut komposisinya sendiri.
imprudent,"ks. tdk berhati-hati, lalai, kurang akal."
impudence,"kb. kelancangan, kekurangajaran, kekasaran."
impudent,"ks. lancang, kurang ajar."
impugn,"kkt. meragukan, menuduh."
impulse,kb. gerak hati.2 Radio : impuls.
